"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"236305542564417536","236304750746927104","7252032","","","2012-08-17 03:36:46 +0000","web","@chloerei ????????"
"236053851826954240","236006488735358976","7252032","","","2012-08-16 10:56:38 +0000","web","@chloerei ???????????????????mm????????"
"235960918796820480","","","","","2012-08-16 04:47:21 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","?The Little Schemer????????"
"235252389546962944","","","235248751701262336","15286850","2012-08-14 05:51:55 +0000","web","RT @disinfeqt: ???????? Skyler????????? panic attack???????????? mob wife ???????????????????????????????????????????????????????????"
"234917852119961600","234914516239015936","455764826","","","2012-08-13 07:42:35 +0000","web","@fanzeyi ??????"
"234836644094685184","","","234806767069057024","16865364","2012-08-13 02:19:53 +0000","web","RT @ifanr: ????????~???????????? Raining.fm ????????????~????????????????~????????Geek???~http://t.co/WAjcrvKy http://t.co/MUlEPcTT","http://t.cn/zWjoXHd","http://twitter.com/ifanr/status/234806767069057024/photo/1"
"234510938131296256","","","","","2012-08-12 04:45:39 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","? Windows 7 ? ?? ssh -D ???? https://t.co/k0nprZXC","https://gist.github.com/3329760"
"234510885660540929","","","","","2012-08-12 04:45:26 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","? Windows 7 ? ?? ssh -D ????"
"233864974966079488","233863988675489792","42655463","","","2012-08-10 09:58:49 +0000","web","@newdongyuwei ????????????????????????? post ???????"
"233833909018820608","","","233829487324844032","18478599","2012-08-10 07:55:22 +0000","web","RT @lepture: ?????????? https://t.co/KAUNxRYI","https://github.com/textmate/textmate/pull/37"
"233833879562244096","","","233833545142005760","16437140","2012-08-10 07:55:15 +0000","web","RT @greghe728: ??????????MBP????SSD?????"
"233472191738568704","","","","","2012-08-09 07:58:02 +0000","web","?? cloudflare ????"
"233468694666293248","233468391304867840","142196520","","","2012-08-09 07:44:09 +0000","web","@akai404 ????????"
"233458538205294592","233457617211625472","588288106","","","2012-08-09 07:03:47 +0000","web","@Corda9 ?????"
"233456433373532160","233455045985828865","588288106","","","2012-08-09 06:55:25 +0000","web","@Corda9 ?????"
"233446907610025985","","","","","2012-08-09 06:17:34 +0000","web","?????? twitter ????????????"
"233446697886445568","","","233444211888906241","15177840","2012-08-09 06:16:44 +0000","web","RT @Arctosia: ????????????????????????????????????????????????????????????????????????????????????????? http://t.co/9lILxHMI","http://twitter.com/Arctosia/status/233444211888906241/photo/1"
"233422618139717632","","","233412929247117316","14077006","2012-08-09 04:41:03 +0000","web","RT @apple4us: ??????????????????????????????????????????Dieter Rams"
"233422550242320384","","","233415543800086529","15522095","2012-08-09 04:40:47 +0000","web","RT @GoogolMo: ???????????????ie6??..????????user-agent ???chrome? ?????windows ??????????360?????..??????????..."
"233398409283903488","233389674834567168","23705960","","","2012-08-09 03:04:51 +0000","web","@number23_cn ??????????????????????"
"233397107749449729","","","233384068308410368","7252032","2012-08-09 02:59:41 +0000","web","RT @chloerei: ?????????????????????"
"233227366393069568","233224412768391168","18478599","","","2012-08-08 15:45:11 +0000","web","@lepture gh-pages?"
"233213276476014592","233212887710191616","16437140","","","2012-08-08 14:49:12 +0000","web","@greghe728 ToT??????????????????????"
"233212581731516416","","16437140","","","2012-08-08 14:46:27 +0000","web","@greghe728 ?????"
"233212498290028545","233211599639416833","302026413","","","2012-08-08 14:46:07 +0000","web","@_iPanda_ @tualatrix @greghe728 ?????????????????"
"232774365480116224","232773822753931264","216926623","","","2012-08-07 09:45:08 +0000","web","@louis3636 @klout ???????"
"232763292551102464","232759225703596032","14579147","","","2012-08-07 09:01:08 +0000","web","@sylvieluk ??? iPhone ???????? ?????"
"232685997769510912","","","","","2012-08-07 03:53:59 +0000","<a href=""http://www.dropbox.com"" rel=""nofollow"">Dropbox?</a>","I love Dropbox because I used Dropbox for a while. Now I want to write some script to back up my data from server http://t.co/XYijkY5z","http://db.tt/PxEmVsdM"
"232670569982738432","","","","","2012-08-07 02:52:41 +0000","web","?????"
"232478632017276929","","","","","2012-08-06 14:09:59 +0000","web","????? aws ?????????? vpn ???????????????????????????????"
"232407171072155648","","","","","2012-08-06 09:26:02 +0000","web","ydiff: ???????? http://t.co/8mvHr2P8 http://t.co/JPzaT9tM @tianyi","http://blog.sina.com.cn/s/blog_5d90e82f01014tvf.html","http://yinwang0.wordpress.com/2012/02/12/structural-version-control/"
"232363528227549184","","","","","2012-08-06 06:32:36 +0000","<a href=""http://hotot.org"" rel=""nofollow"">Hotot for Chrome</a>","????????????????? RT @mranti: ?????????????????????????????????????????? #???"
"232307100435501058","","739450297","","","2012-08-06 02:48:23 +0000","web","@PatriciaOmbre Welcome to twitter. I'm your first follower, haha"
"232024753689485314","231994613752270848","7252032","","","2012-08-05 08:06:26 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","@chloerei ?? a-bike"
"231970117095927808","","","","","2012-08-05 04:29:20 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","????????????? pinterest @sylvieluk"
"231965239925673984","231961306276720640","22938360","","","2012-08-05 04:09:57 +0000","web","@kevinzhow ?????? @tualatrix ???"
"231961172956569600","231935986622427137","121908437","","","2012-08-05 03:53:47 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","?????@celineyang0_0 ?? QT @tualatrix: ?????????????RT @mwlind: ???? (@ ??????? U Center)"
"231813554431463424","","","","","2012-08-04 18:07:12 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hello from twitter for android"
"231811087278952449","231809825292566530","22938360","","","2012-08-04 17:57:24 +0000","web","@kevinzhow ???????????? http://t.co/fFmjUi0r","http://weibo.com/1653586317/yiBOeC7u5"
"231809056162058240","231763323094433792","22938360","","","2012-08-04 17:49:20 +0000","web","@kevinzhow ????"
"231297097012498432","231294904138100736","7252032","","","2012-08-03 07:54:59 +0000","web","@chloerei @lepture ???????"
"231285249273913344","","","","","2012-08-03 07:07:55 +0000","web","? @DaNmarner ????????? @MarsCuriosity"
"231283204580073472","","","","","2012-08-03 06:59:47 +0000","web","???? @celineyang0_0 ?????"
"231255425490771969","231255094853779456","216926623","","","2012-08-03 05:09:24 +0000","web","@louis3636 :)"
"231244463840849920","","","","","2012-08-03 04:25:51 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","#???????# ??????????????????????????????????"
"231233224590893056","148382946288611328","37216447","","","2012-08-03 03:41:11 +0000","web","@xingfuyangtou ?????"
"231038678150033408","231013110301986816","102639560","","","2012-08-02 14:48:08 +0000","web","@cloud_dai ?????????????"
"230969319935332352","","","","","2012-08-02 10:12:31 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","?????????????????????????????????????????"
"230965733566324736","","","230538318767603712","7124102","2012-08-02 09:58:16 +0000","web","RT @flylinan: ??????????????????  ?????????????????????????????? google Nexus 7 ? Apple Time Capsule? iOS???????????? http://t.co/XVG0aeQi","http://xueqiu.com/3771154167/22010097"
"230965489080348673","","","230899991428886529","9676152","2012-08-02 09:57:18 +0000","web","RT @slideshare: 'Investing in China: The Internet Sector' is featured on our homepage. http://t.co/MzTep61o","http://slidesha.re/OGi4LQ"
"230941236427632640","","","230703873050939392","7252032","2012-08-02 08:20:56 +0000","web","RT @chloerei: ?????????????????"
"230936913769545728","230791470288879616","15163552","","","2012-08-02 08:03:45 +0000","web","@leevann very inspiring perspective"
"230936403855413248","","","230791470288879616","15163552","2012-08-02 08:01:43 +0000","web","RT @leevann: ""Don't market yourself, market your customers"". @timoreilly #cfaaccelerator"
"230936123994681345","230313708637806592","37075064","","","2012-08-02 08:00:37 +0000","web","@harthvader awesome"
"230936107775307776","","","230313708637806592","37075064","2012-08-02 08:00:33 +0000","web","RT @harthvader: I'm at the Women's Gymnastics finals (!!!!!) at the Olympics b/c I wrote a #nodejs script to check for tix. So glad I ca ..."
"230934633125130240","230854912215486465","71946773","","","2012-08-02 07:54:41 +0000","web","@mengxy ??????????????????????????????????????"
"230926427384586240","","","","","2012-08-02 07:22:05 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","??????????????????????????????????????????????"
"230488315432951809","230381503417286656","121908437","","","2012-08-01 02:21:11 +0000","web","@tualatrix ????????????????????????????????????"
"230197401149902848","230193616834940928","7252032","","","2012-07-31 07:05:11 +0000","web","@chloerei ????????????????"
"230191342402273281","230188490321694720","7252032","","","2012-07-31 06:41:07 +0000","web","@chloerei zb domain"
"230175701347745792","230138284725116928","631721201","","","2012-07-31 05:38:58 +0000","web","@stanmash213 ?? hr#xueqiu.com ?????"
"230168534326591488","229934859022385155","732363","","","2012-07-31 05:10:29 +0000","web","@mathena http://t.co/N0uGNeMd","http://demohour.com"
"230167512967421952","230122860344115200","7252032","","","2012-07-31 05:06:26 +0000","web","@chloerei ???????????????????????? l2tp vpn ? openresty ????????? vpn ??????"
"230165013032226818","","","","","2012-07-31 04:56:30 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","????????? temple run ??????????????"
"230164808786407426","","","","","2012-07-31 04:55:41 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","?????? ipad ???? birzzle??????????? iphone ????????? ipod/iphone ???? tiny wings?ipad ????"
"228747881543254017","228745597409169408","46134325","","","2012-07-27 07:05:19 +0000","web","@linuxtty ??????????"
"228728066690662401","","","","","2012-07-27 05:46:35 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","??????????????????????????????????????????????????????????"
"228726294605619200","","","","","2012-07-27 05:39:32 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","every interface sucks? any interface sucks? ???????"
"228726054733352960","","","","","2012-07-27 05:38:35 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","???????every interface sucks! ???????????????????????????"
"228722992325206016","","","","","2012-07-27 05:26:25 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","??????????????????????????"
"228717674140684289","","","","","2012-07-27 05:05:17 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","MK802 ? 74 ???????Raspberry Pi Model B ?? 35 ???"
"228386797397352448","","","","","2012-07-26 07:10:30 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","????????????????http://t.co/7YY3CTY0???????????? ??????","http://quake.iteye.com/blog/1607915"
"228334569135419393","","218448479","","","2012-07-26 03:42:58 +0000","web","@hellolaiwei ??????????????????????????????"
"228014490459979776","","","","","2012-07-25 06:31:05 +0000","<a href=""http://thepast.me"" rel=""nofollow"">The Past of Me</a>","?? thepast.me ???????????????"
"228010624129589248","","","","","2012-07-25 06:15:43 +0000","web","??????????????????????????????RT @jason5ng32 ??????????????????????????????????????"
"227591695070527488","","","227591528833482752","754441","2012-07-24 02:31:03 +0000","web","RT @calon: ????????"
"227296335940943872","227294041170141184","17102869","","","2012-07-23 06:57:24 +0000","web","@iamChika ??"
"227248660147236864","","","227220419441205249","7252032","2012-07-23 03:47:57 +0000","web","RT @chloerei: ???????????????????????? ?? Sparrow"
"226683975115108352","","","","","2012-07-21 14:24:05 +0000","web","???????????????????"
"226683878079885314","","","","","2012-07-21 14:23:42 +0000","web","?????????????????????"
"226269102119997441","226268476577308674","121908437","","","2012-07-20 10:55:32 +0000","web","@tualatrix ?????????????"
"226267124425973760","","","","","2012-07-20 10:47:40 +0000","web","???????????????http://t.co/xMvgdkIy","http://j.map.baidu.com/6dV6u"
"226256960750764032","226256491160686592","216926623","","","2012-07-20 10:07:17 +0000","web","@louis3636 http://t.co/cazCOzuS","http://xueqiu.com/5290736250/22016873"
"226163674811871232","226163324184825856","7252032","","","2012-07-20 03:56:36 +0000","web","@chloerei ??????????"
"226163550232662016","","","","","2012-07-20 03:56:06 +0000","web","node 0.8 get rid of waf ???????compile ??? python ?"
"225876891293323264","225875006566055936","13726452","","","2012-07-19 08:57:02 +0000","web","@leeiio ????? konami ????????????????????????????????????????????????????????"
"225876047126728704","225875006566055936","13726452","","","2012-07-19 08:53:40 +0000","web","@leeiio ????????????????????"
"225865157874683904","","","","","2012-07-19 08:10:24 +0000","web","?????????????????????????????"
"225848314694885376","225846099615817728","23705960","","","2012-07-19 07:03:28 +0000","web","@number23_cn @killwing ???????"
"225848046875992065","","","","","2012-07-19 07:02:25 +0000","web","?????????????? linux ????????????"
"225818879216193536","","","","","2012-07-19 05:06:30 +0000","web","??????????"
"225802196552396801","","","","","2012-07-19 04:00:13 +0000","web","????????????????????? godaddy ???????"
"225468654156910592","225453658186334208","13726452","","","2012-07-18 05:54:50 +0000","web","@leeiio http://t.co/UG2mhZOE","http://www.uploadscreenshot.com/image/1211798/7337962"
"225450785335541760","225434173630971904","13726452","","","2012-07-18 04:43:50 +0000","web","@leeiio ????? 404 ????????????"
"225241832626458624","225240455556775937","10898952","","","2012-07-17 14:53:32 +0000","web","@lightory ???google???"
"225240009794523136","225238675481559042","10898952","","","2012-07-17 14:46:17 +0000","web","@lightory ????????????????????????????????????????????????????????????????????????????????"
"225238437333176320","225236701210083328","10898952","","","2012-07-17 14:40:02 +0000","web","@lightory 100%????????"
"225220891812966400","","","224702945164398592","19137590","2012-07-17 13:30:19 +0000","web","RT @muzuiget: ???????? rlwrap ???????????????????????????????????????????????????^[[A???????????????"
"225220687609073664","225198021833535489","7252032","","","2012-07-17 13:29:30 +0000","web","@chloerei google ???????"
"225117161453133825","","","","","2012-07-17 06:38:08 +0000","web","????????????????????????????http://t.co/uVMdNv2I ???????????????????????","http://xueqiu.com/3771154167/22010097"
"224880082429288449","224879867550900225","17511143","","","2012-07-16 14:56:04 +0000","web","@solrex ??????????"
"224879377509396480","224878658807017472","105747320","","","2012-07-16 14:53:16 +0000","web","@RainuxLuo ???? @mathena ???? keynav ???? awesome ??"
"224878325259190272","224877479746211840","105747320","","","2012-07-16 14:49:05 +0000","web","@RainuxLuo ??? awesome ? rodentbane ???awesome?"
"224878152189612035","","","224877479746211840","105747320","2012-07-16 14:48:24 +0000","web","RT @RainuxLuo: ????? Linux ??????awesome + gvim + gnome-terminal + google-chrome  ???"
"224864289301856258","","","","","2012-07-16 13:53:19 +0000","web","ArchLinux Wiki ????????????? ArchLinux ????????? Windows ??????????Arch ?????? Geek ??????https://t.co/UQ4QEROq","https://wiki.archlinux.org/index.php/VirtualBox_Arch_Linux_Guest_On_Physical_Drive"
"224858977962426368","224853251256893442","455764826","","","2012-07-16 13:32:12 +0000","web","@fanzeyi ???? github ?? china ?????????"
"224839861486628864","","33445969","","","2012-07-16 12:16:14 +0000","web","@Easwy ????????? windows 7 ???? virtualbox ?? linux ?????? cygwin x ??? windows ???? linux ? gui ???google ??????????????????????????"
"224759920849985536","","","224739038039515137","33567769","2012-07-16 06:58:35 +0000","web","RT @ibuick: ??????????????????????????????????Markdown??????????????????????????????????????????? enter ?? sibling node? tab ?? child no ..."
"223624863141732352","223599942445436930","14308500","","","2012-07-13 03:48:16 +0000","web","@iwinux ??? awesome ? rodentbane ????"
"223623672575950849","","","","","2012-07-13 03:43:32 +0000","web","?????? http://t.co/tJjd1tYX ????","http://slid35.com"
"222611408532148224","","","","","2012-07-10 08:41:10 +0000","web","??? unity ????sudo top compiz cpu ? 20%?40%???????? awesome ??"
"222518194785615872","","","222516245034049537","7252032","2012-07-10 02:30:46 +0000","web","RT @chloerei: ??????????????????????????????"
"221569668748550144","221480054985732096","10898952","","","2012-07-07 11:41:40 +0000","web","@lightory ?????"
"220793561757663233","220779178121891840","121908437","","","2012-07-05 08:17:41 +0000","web","@tualatrix ??? PS2 ???????"
"220718049794334721","220716244846911488","626601996","","","2012-07-05 03:17:38 +0000","web","@Taibai_Li ????????? @xingfuyangtou ??????"
"220715251358896128","220714223607623680","626601996","","","2012-07-05 03:06:31 +0000","web","@Taibai_Li ???????????????????????????"
"220713215108202499","","626601996","","","2012-07-05 02:58:25 +0000","web","@Taibai_Li ???????????????"
"220713043057848320","220694589651161089","7252032","","","2012-07-05 02:57:44 +0000","web","@chloerei ????????????????????"
"219997691973873665","","","219993935731367936","8564122","2012-07-03 03:35:11 +0000","web","RT @yoyicue: ????  Project Babel 3.x ???????? ?????? V2EX ??????????????????"
"219322693470797825","","","","","2012-07-01 06:52:59 +0000","web","?? gnome-shell ? javascript ???????https://t.co/1Nv1Hork","https://live.gnome.org/GnomeShell/Gjs_StyleGuide"
"219322036340785152","","","219267344730566656","29218822","2012-07-01 06:50:22 +0000","web","RT @liancheng: ???????Ruby?????????????"
"219311611092008960","","","","","2012-07-01 06:08:57 +0000","web","???? ??II ????????????????????????????????????"
"218565579928387585","","","","","2012-06-29 04:44:29 +0000","web","?????????glass?????????"
"218539493366566912","","","218503241665740800","9845592","2012-06-29 03:00:50 +0000","web","RT @roamlog: jQuery 2.0 ????? ie6/7/8???"
"218539296188145664","218530449855754240","121908437","","","2012-06-29 03:00:03 +0000","web","@tualatrix ?"
"218539269734678528","","","218530449855754240","121908437","2012-06-29 02:59:56 +0000","web","RT @tualatrix: ????????????????????????"
"218539116223148032","","","218532073768628224","14373035","2012-06-29 02:59:20 +0000","web","RT @DaNmarner: sublime 2 ??????????????? Vim ?? Emacs ???????"
"218182417347915778","","","","","2012-06-28 03:21:56 +0000","web","???@zzlang ??????????????????????????????"
"217536833532329985","","","217506961888002048","18478599","2012-06-26 08:36:37 +0000","web","RT @lepture: @tualatrix ???????? via @Fenng"
"217533294378622976","","","","","2012-06-26 08:22:33 +0000","web","#??nodejs??????? ?"
"217452224362717187","","","217437947899817984","732363","2012-06-26 03:00:25 +0000","web","RT @mathena: ?????????????????????????????????????????????????????????????????????????? Orbiter ?????????http://t.co/ece1gvQl","http://orbit.medphys.ucl.ac.uk/"
"217218094878298112","","","","","2012-06-25 11:30:04 +0000","web","??????????????????????????"
"217186345716678656","","","217136703171870721","18478599","2012-06-25 09:23:54 +0000","web","RT @lepture: ? @lifesinger ?? requireJS 2.0 https://t.co/hpYDtn2C","https://github.com/seajs/seajs/issues/209"
"215750194342539264","","","215720398640254976","2952081","2012-06-21 10:17:09 +0000","web","RT @mountain: ????????????????????bug https://t.co/kB411BMQ 
????????????????????????????????????????????????????????????????????????????","https://github.com/guokr/gkseg"
"215383464604741634","","","","","2012-06-20 09:59:54 +0000","web","??????????????????????????????????????????????????????"
"215323140602081280","215308495728279552","29255412","","","2012-06-20 06:00:11 +0000","web","@tjholowaychuk have u check http://t.co/uJDTemSy?","http://seajs.org"
"214565659147911169","","","","","2012-06-18 03:50:14 +0000","web","????????Mocha 1.2.0?http://t.co/d3j9oSoa","http://tjholowaychuk.com/post/25314967097/mocha-1-2-0-now-with-more-nyan"
"214178175763230720","","","","","2012-06-17 02:10:30 +0000","web","?? http://t.co/mWLmGZ3R ????????","http://extensions.gnome.org"
"214043726413168640","","","","","2012-06-16 17:16:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","??????? hack ??????????????????????????????????????? happy hacking"
"214022678334537729","","","","","2012-06-16 15:52:37 +0000","web","??? @tualatrix ???? hack gnome-shell ?????????????? hack ?? deb ??? hack ????? distro???"
"214022280899072003","214019929685508096","121908437","","","2012-06-16 15:51:02 +0000","web","@tualatrix overlay key press?"
"213647809784713216","","","","","2012-06-15 15:03:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","?????????windows8???????????????????windows9??"
"213577047614828544","","","","","2012-06-15 10:21:50 +0000","web","?????????????????????http://t.co/jJmIf5h3","http://kbtalking.cool3c.com/article/40112"
"213501896399392769","213488371257966593","9420002","","","2012-06-15 05:23:13 +0000","web","@Cloudream ???"
"213475930402848768","","","","","2012-06-15 03:40:02 +0000","web","?????????acer ????????????????????????????????"
"213118219207180290","213083380252803072","23705960","","","2012-06-14 03:58:37 +0000","web","@number23_cn @number5 ?????????? feature ??"
"213116408832339968","213115679602253824","7252032","","","2012-06-14 03:51:26 +0000","web","@chloerei ?????? twitter bot ??????twitter ?? hn bot ????????????????????????? hn ????"
"213114998862524417","213113966124208131","7252032","","","2012-06-14 03:45:49 +0000","web","@chloerei ???? API v1 ???HackerNewsDaily ????????????"
"213112898308935680","","","","","2012-06-14 03:37:29 +0000","web","?????????????????????"
"212818255033806848","212732611368460289","8481802","","","2012-06-13 08:06:40 +0000","web","@mockee ??????????"
"211685035068231681","","","","","2012-06-10 05:03:39 +0000","web","???????? DE ????? Linux ??????"
"211684560965079041","","7252032","","","2012-06-10 05:01:48 +0000","web","@chloerei @shellex KDE ?? Windows ??? http://t.co/12HNlX5w","http://twitter.com/yuest/status/211684560965079041/photo/1"
"211460470757011456","210190823365685248","7252032","","","2012-06-09 14:11:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@chloerei ???????????????????????????????????????"
"211033176036999169","","","","","2012-06-08 09:53:24 +0000","web","http://t.co/8dx5OZf0 ??????????","http://www.weibo.com/1653586317/ymX5AwnbJ"
"209601234901024768","209564985561595904","121908437","","","2012-06-04 11:03:23 +0000","web","@tualatrix @mengxy @yegle @telefan ?????? http://t.co/sls0389j","http://www.sse.com.cn/sseportal/ps/zhs/hqjt/zs.jsp"
"208508600660926464","208507680753582081","121908437","","","2012-06-01 10:41:38 +0000","web","@tualatrix ??????????????????????????????????????????"
"208507485382905856","208507050374856704","121908437","","","2012-06-01 10:37:13 +0000","web","@tualatrix ???????????????"
"208504325427838976","","","","","2012-06-01 10:24:39 +0000","web","???????10?????????Android+Ubuntu?4G ???????"
"207411120074534912","207365113559265280","60761894","","","2012-05-29 10:00:39 +0000","web","@_yupo_ ???????????????"
